bedrooms,bathrooms,area,lot_size,floors,year_built,garage,fireplace,renovated,neighborhood,distance_city,price
3,3.0,2133,3081.0,1,1997,1,0,0,0,20.57,626766.0
3,3.0,2082,2489.0,2,2002,1,0,0,1,5.82,617026.0
4,4.5,3221,6297.0,1,2020,1,1,1,1,14.98,950919.0
4,4.0,3308,6533.0,1,1965,1,0,0,0,18.44,818889.0
4,4.5,3421,2898.0,3,1953,1,0,0,1,9.05,892376.0
3,3.0,2336,4633.0,1,2023,1,0,1,1,5.61,727751.0
4,5.0,3234,4271.0,2,1924,1,0,0,0,9.73,996420.0
3,3.0,2942,3443.0,2,1936,1,1,0,1,3.8,808482.0
5,5.0,3625,4775.0,2,1971,1,1,1,0,9.78,1026500.0
3,3.5,2124,5123.0,1,1927,1,1,0,0,25.46,605637.0
5,5.0,3621,2821.0,2,1992,1,0,1,1,3.71,1056503.0
3,3.0,2613,4238.0,1,1993,1,0,0,1,10.85,809398.0
5,5.0,2841,4116.0,2,2020,0,0,1,0,14.26,757946.0
2,2.5,1274,4175.0,2,2010,1,1,0,1,4.5,471751.0
6,5.0,4940,2009.0,1,1964,0,1,0,1,7.74,1220201.0
4,4.5,2950,7177.0,1,1990,1,0,0,1,9.57,892400.0
2,2.5,905,9378.0,3,1995,1,0,0,1,11.57,438321.0
4,4.0,2624,5655.0,2,1989,0,0,0,1,7.1,786886.0
3,3.0,2473,2473.0,2,1913,1,1,0,1,3.69,776189.0
3,3.0,2373,2275.0,1,2008,0,1,0,0,18.96,594357.0
4,4.5,3295,1537.0,1,1920,1,1,0,1,8.64,831379.0
4,4.0,3039,3020.0,1,1995,0,1,0,1,5.73,881115.0
4,4.0,2563,2604.0,2,2023,1,1,1,1,4.56,845998.0
2,3.0,2440,3435.0,2,1990,1,0,0,1,4.04,663212.0
5,5.0,3727,1942.0,1,1933,1,0,0,0,17.08,971904.0
3,3.5,2368,4462.0,2,1974,1,0,0,1,11.47,699156.0
3,4.0,2269,6221.0,2,1992,1,0,0,1,5.52,797113.0
3,3.5,1745,2349.0,1,1994,1,0,0,0,5.03,494381.0
3,3.5,2222,9376.0,2,2017,1,0,1,1,1.82,749066.0
4,4.5,3529,6353.0,1,2015,1,0,1,0,9.98,997778.0
2,3.0,1858,1758.0,1,1999,1,0,0,1,10.73,585093.0
4,4.0,2792,4206.0,2,2016,1,1,1,1,2.26,897642.0
3,4.0,2755,2095.0,2,1983,0,1,0,1,3.67,756644.0
3,3.5,2394,1868.0,1,1966,1,0,0,0,19.71,562606.0
2,2.5,1914,4257.0,2,1938,1,0,0,1,1.53,683210.0
3,4.0,1677,6216.0,1,2003,0,1,0,1,4.14,703305.0
3,3.5,1967,8830.0,2,1984,0,1,0,1,10.08,571090.0
4,5.0,3203,10694.0,2,1961,1,1,0,0,19.31,860928.0
3,3.0,2911,1551.0,1,1984,0,1,0,0,7.43,731584.0
3,3.0,2599,3948.0,2,2000,1,0,0,1,12.83,768485.0
6,5.0,4088,4418.0,1,1952,1,1,1,0,11.86,1000780.0
4,5.0,3065,4034.0,1,1971,0,1,0,1,10.7,876003.0
5,5.0,4459,4802.0,1,1938,1,0,0,1,9.8,1171488.0
3,3.0,2668,6104.0,1,1967,1,0,0,0,19.12,657785.0
5,5.0,4412,3098.0,2,1955,1,0,0,0,14.01,1134765.0
5,5.0,3894,2698.0,2,2008,1,0,1,1,7.15,1060427.0
3,3.0,2760,2931.0,2,1979,1,1,0,0,17.83,654384.0
2,2.0,722,5779.0,1,2002,1,0,0,1,8.24,437357.0
4,4.0,2739,7723.0,1,1958,1,1,1,1,5.92,881410.0
4,4.0,2940,1652.0,2,2013,1,1,0,1,2.47,949499.0
3,4.0,2495,8922.0,2,1987,1,0,0,1,3.64,782933.0
4,5.0,3663,4825.0,1,1926,1,1,0,1,13.04,1045944.0
4,4.5,3392,7586.0,2,1963,1,1,0,0,15.83,961711.0
4,4.0,3541,2445.0,2,1990,1,0,0,1,10.53,1046209.0
3,3.5,2395,3443.0,1,1901,1,1,0,0,0.5,722345.0
4,4.0,3000,1813.0,2,2016,1,0,1,1,6.21,851861.0
6,5.0,3791,5231.0,1,2018,1,0,1,1,6.68,1099281.0
3,3.0,1507,3698.0,1,1961,1,0,0,1,2.61,554354.0
3,4.0,2461,4505.0,2,1989,1,1,0,0,18.51,680110.0
3,3.5,2691,4584.0,3,1939,1,1,1,1,2.52,851433.0
5,5.0,3758,5807.0,2,2016,0,0,1,0,9.02,1011452.0
3,3.5,2882,1813.0,1,1900,1,0,1,0,18.03,724219.0
3,3.0,1699,20000.0,1,2006,1,0,0,1,7.1,736324.0
4,4.0,2811,2195.0,2,2001,1,1,0,1,7.24,796297.0
3,4.0,2438,2761.0,1,1940,1,1,0,0,10.36,702182.0
3,3.0,1980,1750.0,1,1935,1,0,0,1,12.29,587515.0
3,3.0,2475,1590.0,2,1978,0,1,0,0,19.61,576626.0
4,4.0,3366,4485.0,1,1964,1,1,0,0,19.8,826201.0
5,5.0,3323,3821.0,1,1985,0,1,0,1,12.09,886459.0
2,3.0,1359,8814.0,1,2006,1,1,0,0,18.97,446948.0
4,4.0,1903,4691.0,1,1982,1,0,0,1,11.46,648405.0
4,4.0,3394,1855.0,2,1908,1,1,0,1,8.3,1014124.0
4,4.0,2744,1888.0,2,1901,1,0,0,0,18.5,790664.0
5,5.0,3976,1898.0,1,1959,1,0,0,1,6.82,1134041.0
3,3.0,1724,8323.0,1,1968,1,1,0,1,7.63,602268.0
4,5.0,3649,3266.0,3,1993,1,0,0,1,7.42,1028716.0
3,3.0,1620,2040.0,2,2020,0,0,1,1,3.69,596456.0
4,4.5,3172,5234.0,1,2003,0,0,0,1,9.97,860746.0
3,3.5,2160,2408.0,2,1980,1,1,0,1,9.42,656157.0
6,5.0,4539,2039.0,2,1922,1,0,0,0,19.29,1158618.0
3,3.5,2978,5767.0,2,1977,1,0,0,1,11.09,847257.0
5,5.0,4493,3315.0,2,1967,1,0,0,1,9.97,1188517.0
3,3.5,2295,1852.0,2,1970,1,0,0,0,18.11,714619.0
5,5.0,3328,4870.0,2,1921,1,0,0,0,18.74,798891.0
6,5.0,4763,3278.0,1,2002,0,0,1,1,6.99,1236795.0
3,3.5,2915,7800.0,1,1947,1,0,0,1,6.69,914294.0
3,3.0,2050,4421.0,1,1950,1,1,0,1,7.07,735047.0
5,5.0,3340,2786.0,1,2006,1,1,0,1,13.28,886868.0
3,3.0,2509,7572.0,1,1999,1,0,0,1,10.07,782868.0
5,5.0,3255,8107.0,1,1984,1,0,0,0,20.11,869983.0
2,2.0,1794,3720.0,2,1972,1,1,0,1,6.59,591103.0
4,4.0,3067,4325.0,2,1927,1,0,0,0,10.21,752095.0
4,5.0,3038,3951.0,1,1961,1,1,1,1,9.94,988793.0
3,4.0,2878,1603.0,2,1907,1,0,0,0,18.2,746318.0
4,4.5,3467,4470.0,2,1998,1,0,0,0,20.76,809823.0
4,5.0,3281,4719.0,2,1998,0,0,0,0,9.28,880952.0
6,5.0,4430,4570.0,1,1952,0,1,0,0,20.65,1056171.0
3,3.5,2420,1745.0,1,2017,1,1,1,0,22.55,683924.0
2,2.0,2445,7983.0,2,1962,1,0,0,0,25.12,638738.0
4,4.0,2508,3717.0,2,1970,1,0,0,1,7.58,789371.0
4,4.5,2698,5579.0,2,2013,0,0,0,1,0.99,885506.0
5,5.0,3484,1820.0,1,2019,1,0,1,1,10.49,963717.0
5,5.0,3360,1527.0,1,1938,1,1,0,0,16.21,910081.0
4,5.0,3665,3062.0,2,1986,0,1,0,1,2.88,1043580.0
1,1.5,905,2650.0,2,1964,1,1,0,0,11.05,297253.0
3,4.0,2064,8300.0,1,1988,1,1,0,1,2.65,687358.0
6,5.0,4336,2312.0,2,1962,1,1,0,0,14.57,1154062.0
3,3.0,2044,7202.0,1,1938,0,1,0,1,12.13,648611.0
4,5.0,3004,2236.0,1,1983,0,1,0,1,5.97,854403.0
6,5.0,3751,2915.0,2,2019,1,1,1,0,11.89,1008196.0
3,3.5,1911,1594.0,1,1975,1,0,1,1,7.6,610689.0
1,1.5,1021,7644.0,2,1933,1,1,0,0,13.12,314203.0
3,4.0,2889,3894.0,2,1985,0,1,0,1,7.41,930319.0
4,4.0,2359,3442.0,2,2013,1,0,0,1,4.1,729469.0
4,4.5,3930,6641.0,2,1928,1,0,0,1,3.59,1083846.0
4,4.5,2570,1821.0,1,1986,0,0,1,1,5.81,810186.0
3,3.5,2417,5266.0,2,2011,1,1,1,1,9.97,822661.0
3,3.0,2012,2028.0,2,2007,1,0,0,1,8.06,662621.0
4,4.0,2964,8250.0,2,1991,1,0,0,0,26.51,743266.0
3,3.5,2112,3461.0,2,1911,1,1,0,1,2.72,741987.0
5,5.0,3510,1730.0,1,1985,1,0,0,1,9.21,866083.0
3,3.0,2110,4275.0,1,1961,1,0,0,1,2.19,711789.0
5,5.0,4450,2034.0,2,1950,1,1,0,0,12.19,1134399.0
3,4.0,2112,7432.0,1,1951,1,1,0,1,4.72,814939.0
5,5.0,4327,2105.0,2,2023,1,0,1,1,5.64,1135107.0
4,5.0,3645,2269.0,1,1940,0,1,0,1,12.22,896737.0
3,4.0,2681,1891.0,1,1979,1,0,0,1,5.84,793081.0
3,3.0,2225,3425.0,1,1924,0,0,1,0,8.71,624950.0
5,5.0,4082,3188.0,1,2015,1,0,1,0,18.1,999666.0
3,3.0,1961,4475.0,1,2010,1,1,0,0,18.8,548808.0
1,1.0,651,2594.0,1,1968,1,0,0,1,6.82,325594.0
5,5.0,3017,4327.0,1,2000,0,0,0,0,16.93,874133.0
2,2.5,2285,4107.0,1,1935,1,0,0,1,8.79,598986.0
5,5.0,4275,6342.0,1,1991,1,0,0,1,10.11,1213618.0
2,2.0,1540,10177.0,1,2009,1,1,1,1,5.06,717533.0
5,5.0,3398,4620.0,1,1929,1,0,0,1,6.21,982321.0
4,4.0,3046,1723.0,1,1932,1,0,0,1,5.91,839042.0
5,5.0,3590,3426.0,3,1997,1,1,0,1,6.55,967340.0
4,4.5,2790,1932.0,2,1999,0,1,0,0,16.01,697525.0
5,5.0,3379,1721.0,1,2016,1,1,1,1,9.2,1039232.0
4,5.0,3343,2308.0,2,1973,1,0,0,0,19.87,812570.0
4,4.0,2937,4683.0,2,2016,1,0,1,1,3.96,854497.0
3,3.5,3026,2447.0,2,2002,1,1,0,0,18.15,736982.0
6,5.0,3785,2980.0,1,1983,1,0,1,0,13.56,1005300.0
5,5.0,3354,2038.0,2,1949,1,1,0,0,14.03,853054.0
2,2.5,1604,4804.0,2,1982,0,0,1,0,16.14,467044.0
2,3.0,1451,1908.0,2,2023,0,1,1,0,16.38,456900.0
3,3.0,2346,4674.0,2,1984,1,1,0,0,24.02,641774.0
5,5.0,3805,4729.0,1,1956,1,1,0,0,13.6,989104.0
5,5.0,3620,2422.0,1,1973,1,1,0,0,27.66,954269.0
4,4.0,3097,2149.0,2,2010,1,0,0,0,21.16,781747.0
3,4.0,2416,2195.0,1,1936,1,1,0,0,23.34,589826.0
3,3.5,1283,4468.0,3,1942,1,0,0,0,12.22,435019.0
3,3.0,2227,9765.0,2,1992,1,0,0,1,2.89,774721.0
4,5.0,3008,1635.0,1,2017,1,1,1,0,20.63,795296.0
3,3.5,1794,1955.0,2,1947,1,0,1,1,3.26,625223.0
3,3.5,2833,5202.0,2,2015,1,0,1,1,8.26,792068.0
4,4.0,3082,3487.0,2,2008,0,1,0,0,13.0,842500.0
4,4.5,3619,2914.0,1,2019,1,0,1,1,7.37,986853.0
4,4.5,2961,2037.0,2,2006,1,0,0,0,21.79,733166.0
3,3.0,2748,2471.0,1,1923,1,1,0,0,11.47,691422.0
4,4.5,3477,5784.0,2,1965,1,0,0,0,17.95,850988.0
3,3.0,2053,2035.0,1,2011,0,1,0,0,16.86,562236.0
4,4.5,3284,2813.0,2,1961,0,1,0,0,23.55,827645.0
3,3.5,1749,4883.0,1,1989,1,1,0,1,2.87,675216.0
4,4.5,3399,1631.0,2,2007,1,0,0,0,19.05,761877.0
3,3.0,2253,5531.0,2,2019,1,0,1,1,7.81,784005.0
2,2.0,1396,2663.0,1,1915,1,1,0,1,10.96,420515.0
5,5.0,3789,3551.0,1,1902,1,0,0,1,3.11,1028812.0
2,2.5,1030,3135.0,1,1985,1,1,1,1,9.21,375883.0
4,4.5,3184,6782.0,2,1993,1,0,0,1,5.94,921146.0
4,4.5,3094,1659.0,2,2002,1,1,1,1,9.05,985557.0
3,3.0,2082,2896.0,2,2018,1,1,1,1,14.75,655752.0
2,3.0,1943,6020.0,1,1927,1,1,0,1,4.46,673766.0
6,5.0,4567,1866.0,1,1994,1,0,0,0,22.99,1096908.0
4,4.0,3057,2924.0,1,2001,1,0,0,1,11.45,787905.0
3,4.0,2301,3926.0,1,2006,1,1,1,0,13.9,615304.0
3,3.5,2795,2079.0,1,1969,0,1,0,1,9.0,757561.0
3,4.0,2377,5463.0,1,1910,1,1,0,1,10.95,722827.0
2,2.5,1574,2716.0,1,1983,0,1,0,1,6.23,577011.0
1,1.0,600,1898.0,1,1944,0,1,0,1,12.8,250845.0
6,5.0,4389,2985.0,2,1951,1,0,0,1,1.81,1122631.0
2,2.0,1645,9130.0,2,1988,1,0,0,1,4.69,622256.0
6,5.0,4342,4577.0,1,1952,0,0,0,1,6.11,1105244.0
3,3.5,1963,8755.0,1,1945,0,0,0,0,25.93,452975.0
4,4.0,2916,3011.0,1,1932,1,1,0,1,9.01,913075.0
3,3.5,2574,2456.0,2,1963,1,0,0,0,14.72,667153.0
4,4.5,3258,8529.0,2,1992,1,0,0,1,7.91,984823.0
2,2.0,1373,10166.0,1,2019,1,0,1,1,3.62,609880.0
3,4.0,3000,11397.0,2,1919,1,1,0,1,7.32,932001.0
3,3.5,2709,2910.0,2,1989,1,0,0,0,13.1,755228.0
5,5.0,4037,4085.0,1,1960,1,1,1,0,16.43,1044811.0
3,4.0,2392,5210.0,1,1913,0,1,0,1,10.4,774121.0
3,3.5,2642,3420.0,2,2022,1,1,1,1,3.99,803516.0
5,5.0,3886,2557.0,2,1987,0,1,0,0,20.54,976519.0
4,5.0,3531,2127.0,2,2009,1,1,0,0,13.67,882174.0
6,5.0,4204,1711.0,1,1963,1,1,0,0,21.79,961793.0
1,1.5,657,6846.0,2,1997,1,0,1,1,5.27,442340.0
4,4.0,3287,2225.0,2,1977,0,1,1,0,21.25,807895.0
4,4.5,3605,1653.0,2,1948,0,0,0,0,19.79,844382.0
4,4.0,3323,2051.0,1,1957,1,0,1,1,9.72,991016.0
1,1.5,964,4360.0,1,2007,0,1,1,1,7.64,420605.0
4,4.5,3241,2031.0,3,2002,1,0,0,0,16.29,771227.0
3,3.0,1859,2774.0,1,2000,0,0,1,0,21.2,592612.0
3,3.0,2095,4438.0,1,2015,0,1,1,1,10.61,641380.0
5,5.0,3795,5968.0,1,1986,1,0,0,0,10.6,1050390.0
4,4.0,3486,2281.0,1,2009,1,1,0,1,8.98,927790.0
4,4.0,3148,3758.0,1,1965,1,0,0,1,5.36,898147.0
1,2.0,1485,1822.0,2,1929,0,0,0,0,14.06,405552.0
4,4.0,2759,5335.0,2,2001,0,1,0,1,9.31,760664.0
4,4.0,1989,1921.0,2,2012,1,1,0,1,7.45,734680.0
4,4.0,3113,9312.0,1,1997,1,0,0,1,9.94,926642.0
6,5.0,4215,2092.0,1,1967,1,1,0,0,14.73,1026733.0
5,5.0,4100,3881.0,2,1999,1,0,0,1,2.92,1197273.0
2,2.0,886,4372.0,2,1986,1,1,0,1,1.96,349684.0
5,5.0,3167,3593.0,2,1902,1,1,0,0,12.87,914830.0
3,3.5,2973,9301.0,1,1963,1,0,0,0,15.34,820028.0
2,2.0,1001,2683.0,1,1982,1,1,0,0,17.74,269678.0
3,3.5,2604,9721.0,3,1924,1,0,0,1,11.06,825141.0
5,5.0,3483,3639.0,1,1914,1,0,0,1,12.14,974384.0
3,3.0,2451,2148.0,3,2014,1,0,0,1,7.65,758684.0
5,5.0,4078,3118.0,1,2007,0,1,0,1,6.33,1161302.0
3,3.0,1897,2531.0,2,1945,1,1,0,1,5.06,670805.0
3,3.5,2499,3364.0,1,1976,1,1,0,0,23.06,636218.0
4,4.0,3803,4209.0,2,2015,0,0,1,0,13.97,953347.0
3,3.5,2470,2011.0,2,2007,1,0,0,1,11.16,612786.0
4,5.0,3214,2598.0,2,1958,1,1,0,1,5.98,957551.0
5,5.0,4164,4217.0,1,2022,0,0,1,1,6.22,1127663.0
4,4.5,2898,4641.0,1,2021,1,1,1,0,15.52,723366.0
5,5.0,3706,3299.0,1,1955,1,0,1,0,17.3,990876.0
3,3.0,1840,5440.0,2,1960,1,0,0,0,23.78,540333.0
3,3.5,2993,2970.0,1,1908,1,0,1,1,6.25,952700.0
4,5.0,3625,5012.0,2,1974,1,0,0,1,8.43,1123854.0
3,3.0,2025,1962.0,1,1947,1,1,0,0,16.4,527922.0
5,5.0,4728,2152.0,2,2014,0,0,0,1,1.46,1190929.0
4,4.0,2305,2851.0,1,2018,1,1,1,0,20.16,539286.0
4,4.0,2591,2884.0,1,1999,1,1,0,1,2.72,870474.0
6,5.0,4426,2746.0,2,1947,0,0,0,0,22.53,1055277.0
4,4.5,1977,1559.0,1,1972,0,0,0,1,10.22,574201.0
3,4.0,3177,7186.0,2,2004,1,1,0,0,14.08,854575.0
2,3.0,1804,3263.0,1,1917,1,1,0,0,20.0,464583.0
6,5.0,3698,5056.0,1,2004,1,0,1,1,1.91,1067162.0
2,2.5,1899,9605.0,2,1959,0,0,1,0,12.16,615591.0
3,3.0,2295,9392.0,2,1942,0,0,0,1,0.58,802452.0
3,4.0,2508,4587.0,2,1965,1,1,1,1,4.17,815976.0
2,2.5,2062,2456.0,1,2001,0,0,0,1,6.37,595250.0
4,4.0,3708,2665.0,3,1982,1,1,0,1,3.18,1065017.0
4,5.0,2737,2033.0,2,1983,0,1,0,0,16.94,780455.0
2,3.0,1582,3926.0,2,1912,1,1,0,1,10.72,589942.0
4,4.5,3475,2745.0,1,1987,0,0,0,0,17.93,789733.0
3,3.0,2023,2308.0,1,1948,1,0,0,1,7.82,658733.0
2,2.0,1672,3309.0,2,1998,1,0,0,1,10.15,531692.0
3,3.0,2753,1791.0,1,1927,1,0,0,1,8.92,766254.0
3,3.0,2476,1696.0,1,2012,1,0,0,1,8.07,653393.0
5,5.0,4292,6855.0,2,1908,1,0,0,0,15.02,1114316.0
4,5.0,2719,1610.0,2,1974,1,0,0,1,10.23,710934.0
2,2.5,1335,3651.0,1,1980,1,1,0,1,7.45,505080.0
4,4.0,3097,2200.0,1,1949,0,0,0,1,5.35,783354.0
5,5.0,4305,2445.0,2,2007,0,1,0,1,7.28,1091315.0
4,4.0,3231,3355.0,1,1906,0,0,0,1,3.47,826435.0
5,5.0,3484,2933.0,2,1990,1,1,0,1,4.02,1018894.0
4,4.5,2333,14213.0,2,1993,1,1,0,1,8.01,927758.0
3,3.5,3180,2882.0,2,2021,1,1,1,1,2.2,886783.0
3,3.0,2682,2729.0,2,1927,1,1,0,0,14.18,685677.0
5,5.0,4022,12965.0,1,1952,1,1,0,0,15.75,1134907.0
4,4.0,2635,3776.0,1,1901,0,1,0,1,3.32,780582.0
3,3.0,3332,1907.0,2,1973,0,0,1,1,10.72,886784.0
4,4.0,2895,2279.0,2,2021,1,1,1,1,3.27,849107.0
4,5.0,3835,8261.0,2,1956,1,1,0,1,7.67,1098901.0
4,5.0,2841,2241.0,3,1950,1,0,1,1,6.45,893224.0
3,4.0,3248,6050.0,1,2016,1,1,1,1,7.66,902676.0
2,2.5,1848,4815.0,2,1939,1,0,0,1,3.18,572640.0
3,3.0,1994,4151.0,2,2013,1,0,0,1,2.62,698685.0
3,4.0,2541,5043.0,1,1984,1,0,0,1,1.3,919738.0
5,5.0,3808,3806.0,2,1967,1,1,0,1,9.53,950129.0
6,5.0,4338,1660.0,2,1904,0,0,0,0,19.79,1005517.0
5,5.0,3368,3578.0,1,1953,0,1,0,1,5.62,948126.0
3,3.5,2268,7076.0,2,2017,1,1,1,0,23.2,628229.0
4,4.0,2489,4873.0,1,2001,0,1,0,1,4.51,779338.0
4,4.5,3781,1519.0,1,2018,1,1,1,0,16.39,917116.0
2,2.0,600,10746.0,2,1989,1,0,0,1,1.02,447518.0
6,5.0,3657,2321.0,1,1952,1,1,0,0,19.12,891207.0
4,4.0,3050,5694.0,2,1932,1,0,0,1,13.0,923928.0
3,3.5,2816,4392.0,1,1907,1,1,0,1,6.54,714383.0
5,5.0,3465,5643.0,1,1928,1,1,0,0,19.83,862812.0
3,4.0,3005,1658.0,2,1914,1,1,0,0,22.41,714245.0
3,3.0,2683,2367.0,1,1921,1,0,0,1,3.1,736043.0
4,5.0,3502,3319.0,1,1960,1,0,0,1,9.93,896673.0
3,3.0,1923,2099.0,2,2014,1,1,0,1,3.89,654740.0
2,2.5,1219,4393.0,1,1983,1,0,0,0,20.05,452107.0
6,5.0,4438,2628.0,1,2014,0,0,0,1,7.28,1139021.0
4,5.0,3363,3044.0,1,1951,1,1,0,0,12.75,768779.0
1,1.0,806,8478.0,1,2009,1,1,0,0,15.19,390941.0
4,5.0,3813,3644.0,1,1915,1,1,1,1,6.55,1029954.0
5,5.0,3733,3912.0,2,1988,1,0,0,1,0.5,1049979.0
3,3.5,2380,3066.0,2,1996,1,0,1,1,8.69,741984.0
1,1.0,600,4137.0,1,2006,1,0,0,0,11.75,250000.0
4,4.0,3150,1853.0,2,1998,0,0,0,0,12.98,855031.0
3,4.0,2410,3827.0,1,1981,1,0,1,0,24.47,589138.0
5,5.0,3579,1908.0,1,1910,0,0,0,1,5.97,878604.0
2,2.5,1336,1688.0,2,1971,1,0,0,1,7.45,492362.0
4,4.5,3272,3327.0,2,1992,1,1,0,1,3.51,952129.0
5,5.0,2905,4667.0,1,2001,0,1,0,1,8.3,774547.0
5,5.0,3336,2482.0,1,1906,1,0,0,1,2.11,1022996.0
6,5.0,4093,13241.0,2,1998,1,1,0,0,16.87,1121543.0
2,2.0,1302,2129.0,1,2011,1,1,1,1,9.1,512144.0
2,3.0,2049,2538.0,1,2012,1,1,0,0,18.0,546240.0
4,4.5,2839,8539.0,1,1919,0,1,1,1,3.51,940571.0
4,4.5,3171,2090.0,3,1948,1,1,0,1,7.97,891766.0
5,5.0,3872,2989.0,2,1995,0,0,0,1,9.39,1051925.0
3,3.0,2045,2281.0,1,1944,1,1,0,1,5.29,593120.0
3,3.0,2492,3451.0,2,1984,0,1,0,0,14.81,647020.0
5,5.0,4015,1825.0,1,1980,1,1,1,1,4.28,1071540.0
6,5.0,4640,11133.0,2,1991,1,1,0,1,6.6,1396843.0
1,2.0,600,3558.0,1,1953,0,1,0,1,4.96,358045.0
5,5.0,4438,3732.0,1,1954,1,1,0,0,13.83,1055039.0
3,3.5,2917,1865.0,2,1991,0,1,0,1,2.22,802518.0
3,3.0,2179,2591.0,2,2005,1,0,0,1,2.38,746405.0
3,4.0,2441,3206.0,1,1963,1,0,0,0,11.22,626472.0
1,1.0,1075,2076.0,1,1928,1,0,0,1,5.21,452152.0
4,4.0,2595,1686.0,2,2013,1,0,0,1,2.77,745630.0
3,3.0,2567,1562.0,1,1925,1,0,0,1,16.03,720713.0
5,5.0,3459,3463.0,1,2004,1,1,0,1,7.2,914213.0
4,4.0,2977,3754.0,1,1929,1,1,0,1,3.72,948213.0
6,5.0,4554,5166.0,1,1979,0,0,0,1,9.64,1105999.0
4,4.0,3603,1744.0,1,1968,1,0,0,0,21.31,835530.0
5,5.0,3766,2154.0,1,1922,1,1,0,0,15.73,978554.0
5,5.0,3345,3213.0,1,1912,1,1,0,1,8.04,822483.0
3,4.0,2288,2172.0,2,1971,0,0,0,0,22.74,531405.0
4,4.5,2592,2759.0,1,2020,1,0,1,1,8.34,784197.0
3,4.0,1580,5628.0,2,1915,1,1,0,0,21.97,408245.0
4,4.5,3636,3409.0,2,1936,0,1,0,1,9.41,1020535.0
3,3.0,2322,1643.0,1,1995,1,1,0,1,3.5,780039.0
4,5.0,3267,6275.0,1,2022,1,1,1,0,16.42,920265.0
6,5.0,4704,2776.0,2,2014,1,1,0,1,8.66,1241957.0
3,3.5,2409,2730.0,1,2005,1,0,0,0,14.68,512800.0
4,4.5,2386,9089.0,1,2002,1,0,0,1,13.63,894975.0
3,3.0,2382,3797.0,1,1921,0,0,1,1,12.44,657567.0
6,5.0,5003,1541.0,2,2009,1,1,0,1,2.86,1380582.0
3,3.5,2450,7178.0,1,2020,1,1,1,1,4.16,734144.0
2,2.5,1904,7361.0,2,1975,0,0,0,1,9.94,668853.0
2,2.5,1702,2982.0,1,1919,0,0,0,0,9.16,478795.0
3,3.0,2807,2704.0,2,1971,1,1,0,0,14.23,670941.0
3,3.0,2463,1531.0,1,1994,1,0,0,1,3.91,712398.0
4,4.0,2713,4845.0,1,1999,1,1,0,1,8.88,767715.0
4,4.0,3225,9411.0,1,1953,1,1,0,1,3.68,1015785.0
3,3.5,2398,5798.0,1,1910,0,0,0,0,17.35,643064.0
2,2.0,1331,1888.0,1,1932,1,1,0,1,6.05,532309.0
3,3.0,2227,2179.0,2,1987,1,1,1,1,6.02,687108.0
6,5.0,4545,4604.0,1,1921,0,0,0,1,5.43,1209814.0
3,3.5,2987,9899.0,2,2015,1,1,1,0,11.06,857463.0
4,4.5,3365,3900.0,1,1935,0,0,1,0,9.83,845811.0
4,5.0,3451,11855.0,2,1905,0,1,0,0,15.96,1005437.0
5,5.0,4070,1799.0,1,1903,1,0,0,1,9.93,1163700.0
4,4.0,2857,5402.0,2,1965,1,0,0,1,2.01,907166.0
3,4.0,2334,2797.0,3,1954,0,0,0,1,3.84,777110.0
5,5.0,3257,2965.0,3,1916,1,1,0,1,8.67,961441.0
1,1.0,1274,2386.0,2,1907,1,0,1,0,13.33,403872.0
5,5.0,4334,4978.0,1,1931,1,0,0,1,0.5,1195736.0
3,3.5,1944,1783.0,2,1968,1,0,0,0,18.48,564982.0
3,3.0,2851,4041.0,3,2010,0,1,0,0,17.51,741588.0
4,4.0,3430,2355.0,1,1970,1,0,0,1,7.42,996748.0
4,4.0,3473,3329.0,1,1996,0,1,0,0,20.68,808249.0
5,5.0,3969,9377.0,2,1970,1,0,0,1,8.0,1187622.0
4,4.5,2863,2386.0,3,2000,1,0,0,0,21.84,759812.0
6,5.0,4306,3471.0,1,1938,1,0,0,0,24.01,993492.0
3,3.0,1673,1961.0,1,1972,1,1,0,1,6.78,559965.0
6,5.0,3845,5308.0,1,2000,1,1,0,0,16.69,1031916.0
3,3.5,1805,2134.0,2,1982,1,0,0,0,18.09,428525.0
3,3.0,1774,2282.0,1,1956,0,0,0,1,5.58,519211.0
2,2.5,1816,1635.0,1,1967,1,0,0,1,8.13,666005.0
6,5.0,4420,6226.0,2,2014,1,0,1,1,12.16,1164108.0
3,3.0,1855,2501.0,1,1974,1,0,0,1,8.13,618599.0
4,5.0,2461,1993.0,1,1935,1,1,0,0,11.98,684319.0
4,4.0,2518,8825.0,1,2020,0,1,1,1,10.06,739118.0
3,4.0,3113,2072.0,2,1949,1,0,0,0,14.76,716536.0
5,5.0,3836,2374.0,2,2012,1,0,0,1,8.87,1053543.0
4,4.0,2994,2813.0,2,1904,1,0,0,1,8.62,839738.0
3,3.5,2175,1825.0,1,2012,0,1,0,0,21.88,506345.0
3,3.0,1933,10203.0,1,1939,0,0,0,1,6.25,663641.0
3,4.0,2243,1868.0,1,1998,0,0,0,1,8.42,699971.0
4,4.0,2657,1771.0,1,1939,0,1,0,1,12.9,768495.0
2,2.0,600,7424.0,1,1976,1,0,0,1,3.4,344930.0
5,5.0,4113,2186.0,1,1953,0,0,0,1,6.9,1099253.0
4,4.5,2935,1899.0,1,1993,1,0,0,1,7.55,867900.0
