age,gender,frequent_flyer,flight_distance,departure_delay,arrival_delay,seat_comfort,in_flight_entertainment,food_service,onboard_service,baggage_handling,checkin_ease,wifi_connectivity,satisfaction
39,Male,Yes,538.0,1.0,0.0,3,5,2,4,4,4,4,4
37,Male,Yes,2173.0,9.0,45.0,3,2,3,2,4,3,3,2
33,Female,No,2242.0,6.0,3.0,4,5,4,4,4,1,2,2
21,Male,No,306.0,12.0,9.0,5,3,4,2,3,3,1,3
32,Female,No,2470.0,15.0,6.0,1,4,1,2,3,3,4,1
27,Male,No,2480.0,7.0,1.0,3,2,3,2,3,5,1,1
44,Female,No,612.0,13.0,29.0,3,1,4,2,3,5,1,1
29,Female,No,662.0,3.0,14.0,4,5,2,5,3,2,1,4
34,Female,No,521.0,12.0,2.0,3,4,4,4,4,1,2,3
34,Female,Yes,2818.0,17.0,0.0,5,4,3,3,4,4,1,5
36,Male,Yes,2545.0,37.0,3.0,2,3,4,2,4,3,4,1
32,Female,Yes,539.0,3.0,2.0,3,5,3,5,4,5,3,4
29,Male,Yes,2432.0,29.0,16.0,2,2,1,2,3,1,1,1
43,Female,Yes,2055.0,6.0,1.0,5,5,3,5,2,4,1,4
25,Male,No,710.0,0.0,9.0,2,3,3,4,5,3,3,2
28,Female,Yes,3006.0,7.0,14.0,3,1,4,4,1,3,1,1
25,Male,No,2186.0,1.0,1.0,2,1,5,2,5,5,1,2
26,Female,Yes,510.0,4.0,12.0,5,4,5,5,3,4,4,5
31,Male,No,479.0,5.0,39.0,2,2,2,2,3,4,3,1
25,Male,Yes,395.0,7.0,10.0,3,2,5,1,1,1,4,1
35,Male,No,197.0,1.0,29.0,3,2,3,1,3,5,1,3
44,Male,No,539.0,7.0,1.0,4,3,1,2,4,3,3,3
41,Female,Yes,589.0,1.0,3.0,2,2,4,2,4,4,2,2
24,Male,No,465.0,2.0,40.0,2,1,4,1,4,3,1,1
55,Male,No,2273.0,34.0,16.0,5,5,3,3,3,3,1,3
42,Male,No,2894.0,5.0,4.0,1,4,3,3,4,2,3,2
37,Female,No,390.0,10.0,9.0,1,2,3,2,4,2,3,1
45,Female,No,2162.0,2.0,1.0,4,3,3,2,3,3,4,2
26,Female,No,246.0,0.0,13.0,3,2,3,4,5,3,4,1
25,Male,No,2771.0,17.0,1.0,4,3,2,2,4,2,1,1
37,Male,Yes,535.0,11.0,14.0,3,5,5,4,3,4,1,5
33,Male,No,363.0,4.0,19.0,3,4,2,3,5,3,2,2
24,Female,No,581.0,0.0,13.0,4,3,3,5,3,4,4,2
35,Male,Yes,2214.0,3.0,0.0,1,4,3,3,1,5,4,2
32,Female,No,531.0,4.0,10.0,3,3,3,1,4,4,2,3
31,Male,No,2295.0,4.0,3.0,3,2,3,3,4,3,2,2
37,Male,No,2262.0,3.0,4.0,1,2,4,2,3,2,3,1
37,Male,No,559.0,34.0,2.0,2,3,1,3,4,2,1,2
49,Female,No,484.0,2.0,34.0,5,5,3,3,3,4,2,3
46,Female,Yes,2259.0,4.0,1.0,1,1,3,3,5,4,4,2
53,Male,Yes,296.0,9.0,4.0,1,3,3,2,4,4,2,1
48,Female,No,631.0,0.0,4.0,5,5,2,5,2,4,4,5
54,Female,No,420.0,1.0,0.0,4,5,4,5,4,4,3,5
35,Female,No,2584.0,1.0,12.0,4,5,3,5,4,3,2,5
26,Male,No,2917.0,2.0,5.0,4,4,3,3,4,5,4,5
35,Female,No,283.0,32.0,2.0,4,5,4,4,3,4,2,4
50,Female,No,119.0,8.0,18.0,2,1,2,1,5,5,4,3
52,Female,Yes,445.0,11.0,4.0,4,3,3,3,3,5,1,4
21,Male,No,2545.0,6.0,9.0,3,5,3,4,3,3,3,1
54,Male,Yes,2863.0,3.0,2.0,2,4,4,4,3,4,3,2
37,Male,No,375.0,3.0,7.0,3,4,2,2,4,3,4,1
29,Female,Yes,2589.0,26.0,8.0,1,5,3,5,3,2,4,1
22,Female,Yes,465.0,3.0,14.0,2,1,4,4,4,3,1,2
27,Female,Yes,3004.0,16.0,3.0,2,2,2,3,2,3,3,2
34,Female,No,626.0,9.0,10.0,3,2,3,5,3,3,3,2
40,Male,No,2450.0,9.0,5.0,3,5,1,4,3,3,2,1
27,Male,No,2245.0,12.0,21.0,2,4,5,4,4,4,3,3
49,Female,Yes,784.0,15.0,3.0,4,3,4,2,3,5,1,4
29,Female,No,2804.0,21.0,12.0,3,5,3,4,4,4,1,2
48,Female,Yes,430.0,1.0,1.0,2,2,4,1,4,2,3,1
32,Male,Yes,3084.0,4.0,48.0,3,2,1,2,3,3,2,1
27,Female,No,469.0,5.0,21.0,1,1,3,2,3,5,1,2
30,Female,No,2385.0,8.0,3.0,2,1,3,2,5,3,4,3
47,Female,Yes,641.0,38.0,18.0,5,3,3,3,4,3,2,2
47,Female,No,497.0,16.0,11.0,3,3,5,2,5,5,2,2
26,Female,Yes,449.0,10.0,0.0,3,4,4,5,3,3,1,5
53,Female,Yes,515.0,4.0,7.0,4,4,2,3,3,4,3,3
25,Male,No,228.0,9.0,4.0,4,5,1,4,3,3,1,3
28,Female,No,672.0,12.0,4.0,3,5,4,2,3,2,2,3
39,Female,No,622.0,3.0,0.0,3,3,2,3,4,3,1,2
30,Female,No,566.0,7.0,20.0,1,3,3,1,4,3,3,1
21,Female,No,559.0,4.0,6.0,1,1,1,1,4,2,4,1
32,Female,Yes,2053.0,25.0,6.0,3,3,1,3,4,4,4,2
24,Female,Yes,464.0,3.0,6.0,3,2,2,3,2,3,1,1
27,Male,Yes,393.0,1.0,7.0,2,2,2,1,4,4,4,1
38,Female,No,2192.0,7.0,6.0,4,2,2,3,3,2,2,2
30,Female,Yes,774.0,5.0,27.0,2,3,4,3,3,3,1,2
28,Female,Yes,718.0,7.0,10.0,1,3,2,1,3,5,3,1
66,Male,No,391.0,11.0,6.0,2,5,4,2,3,2,3,1
37,Female,No,530.0,7.0,16.0,3,3,4,3,4,4,3,2
37,Female,Yes,436.0,3.0,4.0,3,4,3,3,4,3,2,3
47,Male,No,652.0,1.0,13.0,3,3,2,1,4,2,3,1
33,Male,Yes,2942.0,1.0,11.0,3,4,4,4,4,2,4,3
19,Female,No,2048.0,12.0,8.0,4,3,3,3,4,4,1,3
38,Female,No,2434.0,18.0,6.0,4,4,2,4,2,3,4,5
23,Female,No,2584.0,5.0,7.0,3,4,3,4,3,5,3,2
34,Male,Yes,459.0,2.0,16.0,2,2,4,3,4,4,2,2
43,Female,Yes,626.0,13.0,4.0,2,2,1,1,3,3,3,2
55,Male,No,2250.0,4.0,3.0,4,4,4,3,1,4,3,4
39,Female,Yes,455.0,24.0,14.0,2,3,3,1,3,4,2,2
23,Female,Yes,2608.0,1.0,16.0,4,3,4,5,4,3,1,5
29,Male,No,505.0,20.0,1.0,3,3,3,1,5,5,3,3
38,Female,No,483.0,0.0,21.0,5,1,3,3,4,3,2,1
23,Male,No,316.0,2.0,49.0,4,2,2,4,4,5,4,1
59,Female,Yes,3705.0,15.0,12.0,1,1,3,1,2,2,1,1
20,Female,No,481.0,23.0,6.0,2,5,3,3,4,2,2,1
33,Male,No,443.0,8.0,16.0,4,3,4,2,4,1,2,1
28,Male,No,487.0,53.0,3.0,3,3,3,3,2,2,1,1
36,Female,No,381.0,25.0,4.0,3,4,3,2,4,3,4,1
32,Male,No,2128.0,10.0,6.0,4,3,2,4,3,4,3,4
58,Female,No,2811.0,1.0,29.0,2,4,4,3,1,2,3,1
27,Male,No,2525.0,5.0,0.0,4,5,2,3,4,5,5,4
21,Female,Yes,590.0,15.0,7.0,4,3,5,3,2,3,1,3
37,Male,No,2572.0,10.0,9.0,4,2,5,5,4,3,2,4
28,Male,Yes,935.0,31.0,1.0,5,3,5,3,3,2,1,2
53,Male,No,2874.0,1.0,0.0,1,4,3,3,5,3,1,4
47,Female,No,354.0,12.0,16.0,4,3,3,4,5,3,3,3
42,Female,Yes,518.0,22.0,2.0,5,4,4,4,2,3,2,4
43,Male,No,275.0,3.0,0.0,4,3,5,3,4,4,1,5
30,Female,No,676.0,7.0,5.0,5,2,2,5,3,2,4,5
36,Male,Yes,598.0,1.0,1.0,2,1,1,2,4,5,1,2
39,Female,No,2193.0,34.0,12.0,2,1,5,2,4,2,1,1
22,Female,Yes,2646.0,13.0,27.0,4,3,5,3,3,5,1,3
45,Male,No,496.0,12.0,1.0,1,2,3,3,4,3,2,1
44,Female,Yes,739.0,0.0,18.0,3,2,2,2,3,2,1,1
50,Male,Yes,3100.0,4.0,6.0,3,3,3,4,4,5,3,5
26,Male,No,1916.0,36.0,2.0,2,2,4,4,2,4,1,2
32,Male,No,2090.0,17.0,19.0,1,2,2,1,2,4,4,1
37,Male,No,2154.0,1.0,1.0,2,2,2,1,3,1,4,1
42,Male,No,725.0,4.0,25.0,4,3,4,5,3,1,1,2
37,Female,No,783.0,3.0,3.0,3,3,2,5,5,2,4,2
24,Male,No,2903.0,5.0,21.0,5,5,3,5,3,4,3,4
62,Female,Yes,298.0,0.0,8.0,1,2,2,1,3,4,1,1
34,Female,No,563.0,6.0,80.0,4,3,4,3,5,2,1,1
21,Female,No,2280.0,26.0,25.0,5,5,4,4,4,1,1,3
25,Female,Yes,628.0,30.0,7.0,3,1,4,4,3,4,1,3
24,Male,Yes,370.0,5.0,8.0,5,3,2,4,4,4,3,4
29,Male,Yes,2058.0,3.0,7.0,2,4,3,2,4,3,1,1
27,Male,No,399.0,5.0,18.0,4,4,3,4,3,4,1,3
47,Male,No,540.0,8.0,1.0,1,1,2,2,4,4,2,2
48,Male,Yes,677.0,5.0,9.0,3,4,1,4,4,2,1,3
36,Female,Yes,2613.0,6.0,32.0,3,3,3,4,4,5,4,4
24,Female,Yes,1758.0,22.0,2.0,3,3,2,3,2,5,1,3
33,Male,No,3134.0,4.0,12.0,1,1,5,2,4,3,2,1
32,Female,Yes,2083.0,2.0,7.0,2,4,4,2,3,4,3,3
56,Female,No,344.0,9.0,10.0,2,1,3,1,4,3,4,1
37,Female,Yes,376.0,15.0,0.0,1,4,3,2,3,4,4,1
28,Female,No,248.0,2.0,8.0,5,4,4,5,3,3,2,4
32,Female,No,2787.0,1.0,0.0,4,3,2,3,4,3,2,3
54,Male,Yes,446.0,14.0,4.0,5,5,5,4,5,1,3,2
32,Female,No,713.0,6.0,1.0,2,4,4,4,4,5,1,4
35,Female,Yes,831.0,3.0,13.0,3,2,4,2,3,3,4,2
43,Female,No,2303.0,13.0,5.0,5,4,4,5,3,4,4,5
35,Female,Yes,574.0,0.0,18.0,2,1,4,2,3,2,2,2
44,Female,No,661.0,3.0,9.0,2,2,3,2,4,3,1,2
37,Male,Yes,2659.0,22.0,3.0,3,4,1,1,4,2,2,1
23,Female,Yes,691.0,9.0,27.0,2,3,2,2,4,2,4,1
26,Male,Yes,2491.0,9.0,18.0,3,3,2,2,3,4,4,2
28,Female,No,553.0,4.0,8.0,4,5,4,3,2,2,4,4
29,Female,No,2624.0,29.0,2.0,3,2,3,2,2,3,1,1
40,Female,No,610.0,26.0,17.0,5,5,4,5,4,4,1,3
52,Female,No,2505.0,15.0,3.0,3,3,4,3,3,4,1,3
31,Male,No,384.0,53.0,17.0,4,5,3,3,2,4,3,1
29,Male,Yes,547.0,3.0,7.0,4,1,4,3,4,3,1,2
19,Female,No,2906.0,15.0,17.0,3,4,4,4,5,4,4,4
36,Female,No,3081.0,14.0,16.0,4,3,2,4,4,4,3,3
65,Female,No,2378.0,20.0,9.0,4,4,2,3,4,3,4,4
51,Male,No,220.0,9.0,9.0,3,4,4,4,2,3,1,3
33,Female,No,265.0,3.0,20.0,3,2,3,2,3,4,3,1
32,Female,No,2561.0,5.0,10.0,2,2,5,4,4,4,1,2
35,Male,Yes,797.0,6.0,2.0,4,4,4,3,4,4,2,3
41,Male,No,544.0,14.0,4.0,5,3,3,5,3,1,1,3
49,Male,No,676.0,1.0,23.0,2,1,2,3,3,1,2,2
38,Male,Yes,2437.0,3.0,0.0,2,4,2,3,5,4,2,4
35,Female,Yes,2344.0,12.0,19.0,1,3,4,1,4,4,4,1
38,Female,Yes,3596.0,1.0,24.0,2,4,2,3,4,3,3,1
41,Female,No,1727.0,10.0,8.0,4,5,4,3,5,5,1,5
21,Female,No,539.0,3.0,14.0,2,4,3,3,3,4,3,4
50,Male,Yes,641.0,19.0,23.0,4,5,4,3,5,4,5,4
21,Male,No,423.0,13.0,2.0,1,1,1,1,5,3,1,1
39,Female,Yes,495.0,5.0,8.0,4,2,4,2,4,5,3,4
34,Female,No,649.0,2.0,0.0,5,5,1,5,4,4,3,5
44,Male,Yes,2083.0,8.0,5.0,4,3,4,4,2,5,1,4
35,Female,No,486.0,13.0,21.0,4,4,4,4,5,3,5,4
42,Female,Yes,1869.0,34.0,1.0,2,1,4,3,3,5,1,3
27,Female,Yes,508.0,7.0,1.0,5,3,1,5,2,3,2,3
28,Male,No,2476.0,4.0,3.0,1,2,2,1,2,4,2,1
33,Female,Yes,1912.0,1.0,3.0,4,2,2,5,2,4,1,4
54,Female,Yes,519.0,9.0,13.0,2,3,4,4,3,3,5,2
48,Male,Yes,418.0,0.0,5.0,2,3,4,2,2,4,3,2
24,Male,No,649.0,15.0,1.0,4,2,4,5,4,3,3,5
50,Female,No,578.0,18.0,10.0,4,3,5,3,4,4,1,3
48,Female,No,2327.0,33.0,41.0,5,5,1,3,3,2,2,1
30,Male,Yes,554.0,9.0,15.0,2,1,4,1,1,3,3,1
38,Female,No,601.0,7.0,4.0,3,5,2,5,3,3,2,2
26,Female,No,2263.0,9.0,4.0,2,3,2,2,4,3,1,1
36,Female,No,476.0,3.0,0.0,2,1,3,1,3,4,1,1
39,Male,Yes,2767.0,29.0,6.0,5,5,4,2,4,2,4,2
60,Male,No,735.0,1.0,16.0,4,2,4,3,4,5,4,4
38,Male,No,293.0,2.0,4.0,4,3,4,5,3,2,3,4
36,Female,Yes,2593.0,4.0,15.0,3,1,1,3,3,3,1,1
60,Male,Yes,2943.0,3.0,2.0,1,2,4,1,5,4,1,2
22,Male,No,1534.0,26.0,15.0,3,2,2,3,2,5,2,1
52,Female,No,2401.0,22.0,3.0,2,4,1,3,4,3,1,2
39,Female,No,287.0,4.0,12.0,4,2,3,2,3,2,3,2
36,Female,Yes,2823.0,7.0,20.0,4,5,5,4,2,4,1,3
36,Female,No,568.0,7.0,7.0,5,5,3,2,3,4,2,4
42,Male,No,632.0,53.0,6.0,2,2,2,1,3,3,2,2
32,Male,Yes,415.0,3.0,27.0,2,2,3,3,2,5,4,1
21,Male,No,533.0,14.0,2.0,1,2,4,1,4,5,1,1
44,Male,Yes,2236.0,2.0,11.0,1,3,4,3,4,4,4,4
43,Male,Yes,416.0,2.0,6.0,5,3,1,5,4,1,2,5
24,Female,Yes,352.0,5.0,47.0,3,3,3,4,4,2,3,2
23,Female,Yes,399.0,0.0,8.0,3,3,4,4,4,3,3,5
35,Female,No,408.0,1.0,16.0,3,3,4,4,5,4,4,4
36,Male,No,2435.0,8.0,5.0,2,1,4,2,3,4,3,1
26,Female,No,2262.0,1.0,0.0,1,1,3,1,5,2,4,1
24,Male,Yes,2735.0,2.0,9.0,2,4,5,3,5,4,1,2
37,Female,No,636.0,40.0,20.0,2,2,3,1,5,4,1,1
50,Male,No,1776.0,4.0,3.0,5,5,4,5,2,4,4,5
26,Male,No,183.0,8.0,10.0,4,4,4,2,5,4,3,3
32,Male,Yes,640.0,8.0,7.0,2,1,4,1,3,4,4,1
57,Male,Yes,389.0,29.0,0.0,1,1,4,2,5,3,3,1
34,Male,Yes,632.0,3.0,8.0,4,3,4,2,4,3,3,3
52,Female,Yes,450.0,18.0,4.0,2,2,4,1,5,4,3,1
47,Female,No,1940.0,27.0,1.0,2,2,3,1,4,4,4,1
19,Male,No,522.0,4.0,3.0,4,5,3,4,4,4,3,4
25,Female,No,2492.0,6.0,5.0,4,3,5,4,4,5,4,5
40,Male,Yes,215.0,1.0,5.0,4,3,4,2,5,4,1,4
27,Male,No,2359.0,5.0,2.0,3,2,1,3,4,1,5,2
45,Male,Yes,286.0,1.0,3.0,5,4,1,5,4,4,2,5
47,Male,Yes,478.0,1.0,27.0,3,2,4,5,5,2,4,5
42,Male,No,304.0,8.0,5.0,1,1,2,1,4,3,1,2
25,Male,No,2696.0,5.0,20.0,2,1,4,3,3,5,4,1
38,Female,No,747.0,13.0,7.0,4,2,2,3,2,3,3,2
44,Female,Yes,2879.0,7.0,15.0,3,3,1,2,3,4,4,1
22,Female,Yes,370.0,5.0,3.0,3,3,1,4,4,5,3,5
42,Female,No,344.0,25.0,2.0,2,1,1,2,4,4,1,1
30,Male,Yes,571.0,1.0,9.0,4,4,3,5,5,4,3,5
38,Female,Yes,717.0,8.0,2.0,5,5,1,5,4,3,2,4
32,Male,Yes,658.0,13.0,11.0,4,5,2,2,4,4,3,3
34,Male,No,491.0,2.0,4.0,3,4,5,2,5,3,2,4
43,Male,No,458.0,1.0,16.0,2,1,5,1,4,4,1,2
50,Male,No,2470.0,20.0,17.0,1,1,2,1,3,4,3,1
49,Male,Yes,2673.0,8.0,27.0,1,1,3,1,5,5,1,1
45,Female,No,2149.0,2.0,14.0,1,1,2,1,5,4,3,1
33,Female,Yes,2452.0,23.0,19.0,3,4,3,4,4,2,4,1
40,Female,Yes,2803.0,41.0,5.0,2,1,3,3,4,2,5,1
48,Female,No,358.0,4.0,23.0,3,2,4,1,2,4,2,2
35,Female,Yes,302.0,6.0,3.0,4,4,4,4,2,4,5,5
26,Female,No,2508.0,8.0,3.0,3,1,3,2,5,4,1,2
25,Female,Yes,683.0,9.0,5.0,2,4,4,3,2,5,3,5
40,Male,Yes,2239.0,20.0,8.0,1,2,1,4,4,3,2,1
47,Female,No,419.0,4.0,3.0,2,3,3,2,5,4,2,3
26,Female,Yes,1907.0,12.0,10.0,1,1,4,2,3,4,3,1
40,Female,No,2499.0,32.0,0.0,4,1,4,5,3,3,4,4
28,Male,Yes,396.0,15.0,9.0,4,5,3,4,5,2,2,5
31,Female,No,371.0,3.0,3.0,4,3,5,1,4,5,1,3
53,Male,No,420.0,2.0,3.0,3,3,2,2,2,4,2,1
56,Male,No,2722.0,17.0,0.0,5,3,5,2,1,4,3,3
32,Female,Yes,2113.0,12.0,9.0,2,2,1,2,3,3,5,1
27,Female,No,2655.0,14.0,15.0,4,3,1,5,5,4,2,2
34,Male,Yes,483.0,4.0,14.0,1,1,3,1,4,4,1,2
26,Male,Yes,2147.0,3.0,6.0,1,4,3,2,1,4,1,1
30,Female,No,585.0,22.0,6.0,4,4,5,4,2,5,1,4
36,Female,Yes,545.0,1.0,2.0,3,2,3,5,4,2,2,4
33,Female,Yes,566.0,1.0,1.0,3,5,5,2,1,4,1,5
33,Female,Yes,348.0,2.0,4.0,4,4,1,2,5,3,5,5
29,Female,Yes,912.0,21.0,4.0,2,1,3,3,3,3,1,1
47,Female,No,2615.0,0.0,22.0,5,2,3,5,4,3,4,5
33,Male,No,2082.0,20.0,12.0,3,2,1,2,4,3,1,1
27,Female,Yes,2408.0,30.0,5.0,1,1,4,4,1,4,4,1
28,Male,No,2240.0,16.0,14.0,3,3,1,3,4,4,2,1
40,Female,No,644.0,1.0,4.0,3,2,3,4,4,3,1,3
47,Female,Yes,1939.0,0.0,5.0,5,2,2,3,5,5,3,4
28,Male,No,3028.0,5.0,8.0,3,3,4,3,4,2,4,3
28,Female,No,570.0,17.0,1.0,4,4,4,3,2,3,1,2
28,Female,Yes,290.0,8.0,10.0,5,4,4,4,3,2,4,5
22,Female,Yes,2659.0,52.0,3.0,3,3,3,3,4,3,2,1
36,Female,No,2666.0,3.0,1.0,1,1,3,2,3,2,4,1
32,Female,Yes,615.0,6.0,3.0,1,2,3,5,2,3,4,1
39,Male,No,2515.0,1.0,1.0,2,2,4,1,2,4,1,2
40,Male,No,2761.0,8.0,13.0,2,3,2,1,3,4,1,1
45,Female,No,2509.0,14.0,3.0,2,5,2,3,4,3,1,2
64,Male,Yes,575.0,14.0,3.0,4,4,4,5,4,1,3,5
45,Female,Yes,699.0,3.0,10.0,1,2,4,2,4,4,1,3
33,Male,No,508.0,21.0,1.0,5,5,5,5,4,4,1,4
25,Female,No,1537.0,5.0,4.0,4,5,4,5,4,2,2,4
26,Male,No,820.0,7.0,8.0,2,2,3,2,3,3,3,1
46,Female,No,2414.0,6.0,17.0,2,2,1,2,4,3,1,1
27,Male,Yes,2975.0,14.0,19.0,2,2,3,2,4,3,1,1
50,Female,No,398.0,2.0,1.0,3,3,2,3,2,2,3,1
23,Female,No,438.0,1.0,3.0,3,2,5,4,4,4,5,4
58,Female,Yes,3164.0,2.0,15.0,4,3,4,2,5,5,2,5
34,Male,Yes,378.0,3.0,12.0,5,3,4,2,5,4,3,5
53,Female,No,523.0,7.0,4.0,3,4,3,2,4,3,1,2
49,Female,Yes,2391.0,5.0,0.0,3,4,3,3,5,2,4,3
51,Female,Yes,260.0,9.0,2.0,3,2,1,2,3,3,2,1
35,Male,No,558.0,10.0,15.0,4,4,3,1,2,1,4,2
48,Female,No,2185.0,15.0,12.0,4,2,4,4,3,2,4,2
51,Male,Yes,722.0,12.0,4.0,4,4,5,4,5,1,5,3
47,Female,No,304.0,10.0,7.0,2,3,3,1,5,5,4,1
33,Male,No,323.0,1.0,0.0,3,4,3,4,4,4,3,3
45,Female,Yes,449.0,33.0,8.0,5,4,1,5,2,4,1,3
40,Male,No,535.0,3.0,33.0,1,1,3,2,5,2,4,2
44,Female,No,1431.0,6.0,2.0,2,5,3,4,1,3,2,2
33,Female,Yes,534.0,1.0,4.0,1,4,4,2,3,2,3,2
19,Male,No,2235.0,29.0,1.0,2,2,4,3,3,1,4,3
18,Male,Yes,2812.0,12.0,6.0,2,3,2,2,4,3,4,1
43,Male,No,2022.0,1.0,5.0,5,3,3,3,3,5,1,4
38,Male,Yes,578.0,15.0,1.0,2,3,3,5,4,5,1,4
44,Male,No,2478.0,33.0,5.0,3,2,5,4,2,5,3,4
45,Female,Yes,556.0,8.0,9.0,3,3,4,1,5,3,3,3
46,Female,No,502.0,4.0,2.0,2,3,4,2,1,2,2,1
34,Female,Yes,213.0,5.0,15.0,1,1,2,1,3,4,3,1
53,Female,No,672.0,7.0,11.0,3,2,2,1,4,4,4,1
43,Female,Yes,420.0,14.0,9.0,1,2,4,1,5,2,3,1
28,Female,Yes,348.0,10.0,4.0,5,4,5,4,3,3,1,4
56,Male,Yes,458.0,3.0,19.0,3,4,5,3,5,2,2,3
67,Male,No,2639.0,2.0,28.0,5,5,4,4,3,4,1,5
26,Female,No,511.0,0.0,12.0,2,5,3,4,3,4,3,2
43,Male,No,482.0,12.0,4.0,3,4,3,5,5,4,1,3
46,Female,No,2187.0,6.0,3.0,1,3,5,1,5,4,4,1
35,Male,No,444.0,24.0,8.0,3,4,4,5,2,3,2,3
23,Female,Yes,3005.0,10.0,26.0,1,2,5,2,5,5,4,1
38,Male,Yes,499.0,9.0,21.0,5,5,3,3,3,3,3,4
49,Female,No,844.0,9.0,32.0,5,5,4,5,4,4,1,5
31,Male,Yes,3493.0,11.0,38.0,2,4,2,4,4,4,4,1
49,Male,No,668.0,9.0,5.0,2,2,1,3,3,4,1,2
27,Male,No,549.0,3.0,9.0,3,3,5,2,5,3,1,3
30,Female,Yes,2333.0,1.0,5.0,5,3,4,2,5,4,5,5
34,Female,No,418.0,1.0,15.0,2,2,5,2,3,4,2,1
28,Female,Yes,651.0,0.0,2.0,2,4,3,2,3,5,4,4
53,Male,Yes,2769.0,2.0,3.0,3,3,2,3,4,3,3,3
44,Female,No,3176.0,30.0,0.0,4,2,3,4,4,4,2,3
36,Female,Yes,457.0,11.0,33.0,4,4,2,3,4,3,4,3
28,Male,No,2566.0,0.0,9.0,4,3,2,4,3,5,1,5
49,Male,No,2636.0,10.0,4.0,3,1,5,1,3,5,1,2
39,Female,No,2913.0,10.0,7.0,3,4,3,1,5,4,4,2
36,Female,No,721.0,9.0,2.0,3,3,4,3,4,4,1,3
26,Female,Yes,761.0,6.0,5.0,2,3,4,2,4,4,2,2
42,Male,No,291.0,14.0,3.0,3,3,1,2,4,3,3,1
45,Male,No,667.0,5.0,7.0,4,3,1,4,4,4,1,3
45,Female,Yes,484.0,54.0,27.0,1,1,2,1,4,2,5,1
50,Male,No,609.0,3.0,8.0,3,3,3,2,2,5,4,3
35,Male,No,2009.0,6.0,7.0,3,2,4,2,2,4,2,3
26,Female,No,1859.0,10.0,3.0,3,4,3,4,3,4,4,3
25,Female,No,2181.0,1.0,41.0,4,3,4,3,4,2,3,1
57,Male,No,485.0,2.0,5.0,3,4,4,5,3,3,1,4
21,Female,No,2472.0,14.0,1.0,4,1,3,2,4,4,1,2
31,Male,No,224.0,25.0,3.0,2,1,1,1,4,4,4,1
25,Female,Yes,556.0,1.0,8.0,1,3,3,3,2,4,1,2
24,Female,Yes,2515.0,11.0,12.0,2,4,2,4,5,2,1,2
24,Male,No,415.0,3.0,6.0,5,5,2,4,4,2,4,5
22,Female,No,2843.0,7.0,1.0,4,3,4,4,3,2,1,2
39,Female,No,621.0,34.0,4.0,4,4,1,4,3,3,4,2
30,Female,Yes,2593.0,8.0,26.0,1,2,2,1,5,3,3,1
26,Male,Yes,506.0,29.0,16.0,4,3,3,3,2,4,2,2
34,Female,Yes,633.0,3.0,10.0,4,1,3,3,3,4,1,2
35,Male,No,689.0,1.0,22.0,3,5,3,3,4,3,4,3
24,Female,No,3066.0,0.0,8.0,4,3,4,3,3,5,4,3
27,Female,Yes,706.0,0.0,6.0,2,2,4,2,5,4,3,1
44,Female,No,597.0,6.0,14.0,2,3,4,3,4,5,1,1
32,Female,Yes,605.0,9.0,5.0,3,5,3,5,4,2,3,3
25,Female,No,2439.0,2.0,7.0,3,1,2,3,4,4,1,2
52,Male,Yes,3126.0,1.0,12.0,4,3,2,3,3,3,4,2
32,Female,No,436.0,11.0,16.0,3,2,2,1,3,4,3,1
29,Female,No,2446.0,37.0,3.0,4,2,3,2,5,3,1,1
48,Male,Yes,496.0,4.0,7.0,2,3,4,2,3,2,3,1
24,Male,No,491.0,4.0,1.0,2,3,5,3,5,5,2,3
22,Female,No,596.0,8.0,11.0,1,3,4,3,4,4,4,2
40,Male,No,755.0,4.0,5.0,5,5,4,4,5,5,2,5
47,Male,No,423.0,5.0,2.0,3,4,2,2,3,5,2,3
59,Male,No,496.0,13.0,21.0,2,2,3,3,2,3,1,1
37,Male,No,394.0,10.0,4.0,4,4,4,3,3,4,1,4
44,Female,No,2516.0,10.0,13.0,4,3,4,3,2,3,1,3
38,Male,Yes,622.0,9.0,0.0,5,3,3,4,3,2,5,4
40,Female,No,2890.0,43.0,2.0,1,3,3,4,5,2,1,1
30,Male,No,403.0,0.0,8.0,4,3,3,4,4,3,4,4
25,Male,Yes,2357.0,29.0,5.0,4,4,5,5,5,3,1,4
35,Male,No,438.0,20.0,21.0,1,2,3,2,4,3,2,1
25,Female,Yes,382.0,25.0,11.0,3,2,4,4,3,5,1,2
19,Female,Yes,1983.0,1.0,32.0,3,2,3,2,4,3,2,2
36,Male,No,2901.0,1.0,4.0,1,1,3,1,2,5,4,1
35,Female,No,696.0,5.0,10.0,5,5,3,4,5,3,3,5
35,Male,No,2699.0,1.0,13.0,5,3,3,3,4,5,3,3
22,Female,No,1924.0,5.0,18.0,2,5,2,4,4,4,1,1
22,Female,No,517.0,18.0,1.0,3,3,4,2,3,3,1,1
35,Female,No,3163.0,10.0,8.0,2,2,5,1,3,1,2,1
31,Male,Yes,298.0,9.0,5.0,3,3,5,3,5,3,1,1
40,Female,Yes,1997.0,41.0,10.0,4,5,1,5,3,5,2,5
61,Female,Yes,485.0,17.0,4.0,3,3,3,1,5,2,3,1
34,Male,Yes,2565.0,3.0,3.0,4,4,1,4,4,3,4,4
